Age,AgeBin,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBin,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Cluster
54,Middle Age,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,10686,Medium,6,No,11,3,2,1,13,4,3,9,4,7,0,Mid-career professional
56,Middle Age,No,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,Married,2942,Average,2,No,19,3,2,1,18,4,3,5,4,0,3,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,Medium,0,No,11,3,2,0,15,2,2,14,8,7,8,Mid-career professional
55,Middle Age,No,Non-Travel,Research & Development,2,1,Medical,3,Male,2,4,Manager,1,Single,16756,High,7,No,15,3,2,0,31,3,4,9,7,6,2,Highly experienced late-career professionals
43,Middle Age,No,Travel_Rarely,Sales,25,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,Medium,5,No,13,3,3,1,18,5,3,1,0,0,0,Mid-career professional
20,Young Adult,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,Low,1,Yes,14,3,2,0,2,3,3,2,2,0,2,Early-career professional
21,Young Adult,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,Low,1,No,13,3,1,0,1,6,2,1,0,1,0,Early-career professional
46,Middle Age,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,Average,8,Yes,23,4,1,3,19,2,3,16,13,1,7,Mid-career professional
51,Middle Age,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,Low,9,Yes,12,3,3,3,18,2,4,10,0,2,7,Mid-career professional
28,Young Adult,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,Medium,1,No,12,3,1,0,10,2,2,10,7,1,9,Mid-career professional
26,Young Adult,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,Average,1,No,16,3,1,2,6,2,3,5,3,1,3,Early-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,Medium,0,No,15,3,3,1,7,1,2,6,2,0,2,Early-career professional
41,Middle Age,No,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,3376,Average,1,No,13,3,3,0,10,3,3,10,6,0,8,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,Medium,0,No,18,3,1,1,20,4,2,19,9,1,9,Mid-to-senior professionals
40,Middle Age,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,Medium,4,No,20,4,4,1,14,6,3,11,10,11,1,Mid-career professional
27,Young Adult,No,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,Average,1,No,19,3,4,3,3,4,3,3,2,1,2,Early-career professional
55,Middle Age,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,Medium,3,No,18,3,2,1,23,4,3,3,2,1,2,Mid-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,3660,Average,3,No,13,3,4,0,10,4,4,8,7,1,7,Early-career professional
44,Middle Age,Yes,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,3,Human Resources,1,Married,10482,Medium,9,No,14,3,4,1,24,1,3,20,6,3,6,Mid-to-senior professionals
33,Young Adult,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,7119,Average,4,No,15,3,3,1,9,2,3,3,2,1,2,Early-career professional
35,Young Adult,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,9582,Medium,0,Yes,22,4,1,0,9,2,3,8,7,4,7,Mid-career professional
33,Young Adult,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,4508,Average,1,No,22,4,2,0,14,4,3,13,7,3,8,Mid-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,Low,1,No,16,3,4,1,4,5,2,4,2,2,2,Early-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,Average,0,No,17,3,3,0,7,1,2,6,2,0,4,Mid-career professional
37,Young Adult,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,Average,2,Yes,14,3,3,3,8,5,3,1,0,0,0,Early-career professional
25,Young Adult,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,Average,1,Yes,15,3,2,1,7,3,4,7,7,5,6,Early-career professional
26,Young Adult,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,Low,1,No,20,4,3,1,1,0,2,1,1,0,0,Early-career professional
33,Young Adult,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,Single,2313,Low,4,Yes,20,4,2,0,5,0,3,2,2,2,2,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,4,Manager,1,Married,17665,High,0,No,17,3,4,1,23,3,3,22,6,13,7,Experienced senior professional
28,Young Adult,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,Low,1,No,15,3,1,2,1,2,3,1,0,0,0,Early-career professional
50,Middle Age,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,3,2,Sales Executive,3,Single,4728,Average,3,Yes,14,3,4,0,5,4,3,0,0,0,0,Early-career professional
33,Young Adult,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,Average,0,No,17,3,3,1,4,3,3,3,2,0,2,Early-career professional
34,Young Adult,No,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,Average,3,No,17,3,4,3,6,2,3,0,0,0,0,Early-career professional
48,Middle Age,No,Non-Travel,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,16885,High,2,No,22,4,3,0,27,3,2,5,4,2,1,Specialized professionals
45,Middle Age,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,Average,1,No,13,3,4,1,15,2,3,15,10,4,12,Mid-career professional
52,Middle Age,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,Medium,7,No,19,3,4,0,18,4,3,8,6,4,0,Mid-career professional
38,Young Adult,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,Medium,0,Yes,14,3,2,2,9,2,3,8,7,2,7,Mid-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,Low,4,No,22,4,1,1,11,1,3,7,5,1,7,Early-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,Average,0,No,17,3,2,3,10,3,2,9,7,1,7,Mid-career professional
46,Middle Age,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,17465,High,3,No,12,3,4,1,23,3,3,12,9,4,9,Specialized professionals
38,Young Adult,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,Average,7,No,16,3,3,0,10,2,3,1,0,0,0,Mid-career professional
43,Middle Age,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,Medium,8,No,11,3,3,1,18,1,3,8,7,0,1,Mid-career professional
39,Young Adult,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,Medium,7,No,11,3,4,3,21,4,3,18,7,11,5,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,5,Research Director,3,Single,19626,High,1,No,14,3,1,0,21,2,4,20,7,4,9,Experienced senior professional
21,Young Adult,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,Low,1,Yes,11,3,3,0,2,6,4,2,2,2,2,Early-career professional
39,Young Adult,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,Average,9,No,15,3,3,0,9,2,2,5,4,0,3,Mid-career professional
36,Young Adult,No,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,Average,2,No,20,4,1,0,18,0,3,11,9,0,9,Mid-career professional
31,Young Adult,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,Low,0,No,12,3,1,1,3,4,3,2,2,2,2,Early-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,Average,0,No,17,3,1,0,6,2,1,5,3,0,4,Early-career professional
35,Young Adult,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,Average,1,No,11,3,4,1,5,3,3,5,2,0,2,Early-career professional
49,Middle Age,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,Medium,6,No,17,3,2,1,22,3,3,9,8,2,3,Mid-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,Average,2,No,11,3,4,0,5,3,2,3,2,0,2,Early-career professional
29,Young Adult,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,Average,0,No,14,3,4,2,8,2,2,7,5,1,1,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,Average,4,No,19,3,1,0,16,3,3,1,0,0,0,Mid-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,Average,1,Yes,15,3,3,1,10,2,2,10,7,1,2,Mid-career professional
38,Young Adult,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,Low,1,No,13,3,4,1,7,2,4,7,6,5,0,Early-career professional
28,Young Adult,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,Low,1,Yes,14,3,4,1,3,2,3,3,1,0,2,Early-career professional
18,Youth,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,Low,1,No,12,3,4,0,0,0,3,0,0,0,0,Early-career professional
33,Young Adult,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,Average,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Early-career professional
41,Middle Age,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,Average,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Early-career professional
31,Young Adult,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,Low,1,No,12,3,3,1,2,5,2,2,2,2,2,Early-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,Average,7,No,13,3,3,2,9,2,3,6,2,1,3,Mid-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,Low,1,No,13,3,3,1,4,0,3,4,2,2,2,Early-career professional
34,Young Adult,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,Average,1,No,20,4,1,0,6,3,2,6,5,1,3,Early-career professional
35,Young Adult,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,4323,Average,1,No,17,3,2,0,6,2,1,5,4,1,4,Early-career professional
29,Young Adult,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,Average,1,No,13,3,1,1,11,3,1,11,8,3,10,Mid-career professional
40,Middle Age,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,Single,13499,Medium,9,No,17,3,3,0,20,3,2,18,7,2,13,Mid-career professional
42,Middle Age,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,Medium,0,Yes,12,3,2,0,22,2,2,21,9,13,14,Mid-to-senior professionals
42,Middle Age,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,Average,7,No,13,3,4,0,9,3,4,6,4,1,5,Mid-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,Low,6,No,12,3,2,1,10,2,3,8,0,1,7,Early-career professional
24,Young Adult,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,Average,8,No,22,4,4,0,6,2,3,4,3,1,2,Early-career professional
28,Young Adult,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,Low,1,Yes,11,3,4,0,1,4,2,1,1,0,0,Early-career professional
26,Young Adult,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,Average,1,No,22,4,2,1,8,2,3,8,7,0,7,Early-career professional
30,Young Adult,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,Average,1,No,18,3,1,1,10,3,3,10,3,1,4,Mid-career professional
40,Middle Age,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,4422,Average,3,Yes,13,3,4,1,16,3,1,1,1,0,0,Mid-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,Medium,2,No,18,3,2,1,15,2,4,7,7,6,4,Mid-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,Average,0,No,20,4,3,0,14,3,3,13,9,4,9,Mid-career professional
35,Young Adult,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,Low,1,No,13,3,2,1,2,2,4,2,2,2,2,Early-career professional
43,Middle Age,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,Average,8,No,13,3,2,0,7,2,2,4,3,1,3,Mid-career professional
32,Young Adult,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,Low,1,No,12,3,3,3,1,3,3,1,0,0,0,Early-career professional
56,Middle Age,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,High,4,No,13,3,4,1,28,2,3,5,2,4,2,Specialized professionals
29,Young Adult,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,Average,1,No,13,3,1,1,10,5,3,10,8,0,8,Early-career professional
19,Youth,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,Low,1,No,25,4,3,0,1,4,3,1,1,0,0,Early-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,Average,4,Yes,19,3,3,1,7,2,2,3,2,0,2,Early-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,Average,1,No,13,3,2,1,14,2,2,14,8,3,11,Mid-career professional
20,Young Adult,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,Average,1,No,12,3,1,0,2,2,2,2,2,1,2,Early-career professional
44,Middle Age,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,Average,1,Yes,11,3,3,0,6,4,3,6,4,0,2,Early-career professional
53,Middle Age,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,18606,High,3,No,18,3,2,1,26,6,3,7,7,4,7,Specialized professionals
29,Young Adult,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,Low,0,Yes,18,3,1,1,6,2,2,5,4,1,3,Early-career professional
22,Young Adult,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,Low,0,Yes,11,3,2,1,1,5,3,0,0,0,0,Early-career professional
46,Middle Age,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,High,8,No,23,4,1,0,28,2,3,26,15,15,9,Experienced senior professional
44,Middle Age,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,Low,2,No,13,3,4,0,6,3,3,0,0,0,0,Early-career professional
33,Young Adult,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,Average,1,No,13,3,4,1,5,2,3,5,4,1,4,Early-career professional
41,Middle Age,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,Low,6,No,17,3,1,1,5,2,1,1,0,0,0,Early-career professional
30,Young Adult,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,Average,8,No,19,3,3,3,8,3,3,4,3,0,3,Early-career professional
40,Middle Age,No,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,Average,5,No,12,3,4,3,5,2,3,0,0,0,0,Early-career professional
50,Middle Age,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,High,2,No,22,4,3,1,32,3,3,2,2,2,2,Highly experienced late-career professionals
28,Young Adult,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,Average,1,No,12,3,3,3,6,2,3,6,5,3,3,Early-career professional
46,Middle Age,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,High,5,No,11,3,1,1,25,2,3,4,2,0,3,Specialized professionals
35,Young Adult,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,Medium,3,Yes,15,3,4,3,15,2,3,7,7,1,7,Mid-career professional
24,Young Adult,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,Low,1,No,13,3,1,1,1,3,1,1,0,0,0,Early-career professional
33,Young Adult,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,Average,1,No,12,3,1,1,10,3,2,10,7,0,1,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,Low,1,No,14,3,3,1,7,4,3,7,7,1,7,Early-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,Average,1,No,13,3,1,3,10,4,2,10,7,8,9,Mid-career professional
44,Middle Age,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,Average,1,No,25,4,2,0,20,3,3,20,11,13,17,Mid-to-senior professionals
20,Young Adult,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,Low,1,No,17,3,4,0,2,2,3,2,1,2,2,Early-career professional
46,Middle Age,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,Average,2,No,11,3,3,1,12,3,2,6,3,1,4,Mid-career professional
42,Middle Age,No,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,Average,7,No,16,3,1,1,10,3,4,4,3,0,3,Mid-career professional
60,Old Age,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,Average,0,Yes,18,3,2,1,12,3,3,11,7,1,9,Mid-career professional
32,Young Adult,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,Low,1,No,20,4,3,1,2,2,3,2,2,2,2,Early-career professional
32,Young Adult,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,Average,4,Yes,14,3,4,0,10,2,3,8,7,0,7,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,Medium,2,Yes,21,4,3,1,17,2,3,7,7,7,7,Mid-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,Low,0,No,13,3,2,1,15,5,3,14,10,4,10,Mid-career professional
40,Middle Age,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,Average,7,No,12,3,2,1,7,2,4,5,1,1,3,Mid-career professional
25,Young Adult,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,Average,0,No,14,3,2,0,5,4,3,4,3,1,1,Early-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,Average,0,Yes,21,4,1,1,12,2,3,11,9,5,7,Mid-career professional
42,Middle Age,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,Medium,3,Yes,17,3,3,0,20,6,3,1,0,0,0,Mid-career professional
35,Young Adult,No,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,Medium,4,Yes,11,3,2,1,16,6,2,13,2,4,12,Mid-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,Low,1,Yes,14,3,4,2,9,3,2,9,7,6,8,Early-career professional
54,Middle Age,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,Medium,7,No,17,3,1,1,33,2,1,5,4,1,4,Experienced Mid-Salary Professionals
44,Middle Age,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,Low,1,No,13,3,4,1,10,5,3,10,5,7,7,Mid-career professional
19,Youth,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,Low,1,Yes,25,4,2,0,1,2,4,1,1,0,0,Early-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,Average,1,No,15,3,1,3,3,5,3,3,2,1,2,Early-career professional
54,Middle Age,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,High,3,No,14,3,1,0,36,2,3,10,9,0,9,Highly experienced late-career professionals
31,Young Adult,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,Average,1,Yes,12,3,4,0,6,2,2,6,5,0,1,Early-career professional
31,Young Adult,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,Average,1,No,19,3,2,0,10,2,3,10,9,1,8,Mid-career professional
59,Middle Age,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,Average,5,No,17,3,4,0,13,2,3,6,1,0,5,Mid-career professional
43,Middle Age,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,High,3,No,14,3,2,1,25,2,3,8,7,0,7,Specialized professionals
49,Middle Age,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,High,2,No,13,3,3,1,23,2,4,1,0,0,0,Specialized professionals
36,Young Adult,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,Average,1,No,12,3,3,0,12,2,2,11,10,0,7,Mid-career professional
48,Middle Age,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,Low,5,No,11,3,3,0,7,4,2,1,0,0,0,Early-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,Low,1,No,11,3,2,3,5,2,3,5,3,0,3,Early-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,Average,1,Yes,11,3,2,2,6,2,3,6,0,1,0,Early-career professional
48,Middle Age,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,High,6,No,12,3,3,0,25,3,4,1,0,0,0,Specialized professionals
29,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,Medium,3,No,14,3,2,2,9,2,2,7,7,1,7,Mid-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,Low,0,No,17,3,4,0,2,5,2,1,0,0,0,Early-career professional
44,Middle Age,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,High,7,No,11,3,3,1,26,5,3,22,9,3,10,Experienced senior professional
33,Young Adult,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,Medium,0,Yes,14,3,4,2,10,3,3,9,8,0,8,Mid-career professional
19,Youth,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,Average,1,Yes,12,3,4,0,1,2,3,1,0,0,1,Early-career professional
23,Young Adult,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,Low,1,No,22,4,4,1,1,2,3,1,0,0,1,Early-career professional
25,Young Adult,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,Low,1,Yes,14,3,4,0,1,4,3,1,0,1,0,Early-career professional
26,Young Adult,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,Low,1,Yes,20,4,2,0,8,2,2,8,5,2,2,Early-career professional
