,Age,AgeBin,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,IncomeBin,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
299,51,2,1,2,3,4,1,2,2,5482,1,5,18,3,4,1,13,3,3,4,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
300,41,2,1,2,4,4,3,4,2,16015,2,1,19,3,2,0,22,2,3,22,10,0,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
301,18,0,1,10,3,4,2,1,3,1200,0,1,12,3,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
302,28,1,1,16,2,2,4,2,1,5661,1,0,19,3,3,0,9,2,3,8,3,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
303,31,1,1,7,3,2,4,2,4,6929,1,4,11,3,2,1,10,3,2,8,7,7,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
304,39,1,1,1,3,3,4,3,4,9613,2,0,17,3,1,3,19,5,2,18,10,3,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,36,1,0,24,4,2,3,2,2,5674,1,7,15,3,3,1,11,3,3,9,8,0,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
306,32,1,1,7,3,4,2,2,3,5484,1,1,14,3,3,1,13,3,2,13,8,4,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
307,38,1,1,25,2,1,2,3,2,12061,2,3,17,3,3,1,19,2,3,10,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
308,58,2,0,1,4,4,1,2,3,5660,1,2,13,3,4,1,12,2,3,5,3,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
309,31,1,1,5,4,3,3,1,4,4821,1,0,12,3,3,1,6,4,3,5,2,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
310,31,1,1,2,3,1,2,2,1,6410,1,3,12,3,4,0,9,1,3,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
311,45,2,2,7,3,1,3,3,1,5210,1,1,18,3,1,1,24,2,3,24,9,9,11,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
312,31,1,1,2,4,3,3,1,4,2695,0,0,18,3,2,1,3,2,1,2,2,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
313,33,1,2,5,4,4,3,3,2,11878,2,6,11,3,2,2,12,2,3,10,6,8,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
314,39,1,1,10,1,3,3,4,1,17068,3,1,14,3,4,0,21,3,3,21,9,11,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
315,43,2,2,10,4,3,3,1,4,2455,0,0,19,3,1,0,9,5,3,8,7,1,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
316,49,2,1,1,2,3,2,4,3,13964,2,7,12,3,4,0,25,2,3,7,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
317,52,2,1,8,4,3,2,2,2,4941,1,2,15,3,1,0,11,3,2,8,2,7,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
318,27,1,1,5,3,3,3,1,2,2478,0,1,12,3,2,0,4,2,2,4,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
319,32,1,1,8,2,3,2,2,2,5228,1,1,11,3,4,0,13,2,3,13,12,11,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
320,27,1,1,2,3,4,3,2,3,4478,1,1,11,3,1,0,5,3,3,5,4,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
321,31,1,1,7,3,4,3,2,4,7547,1,4,12,3,4,3,13,3,3,7,7,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
322,32,1,1,2,4,1,4,2,4,5055,1,7,16,3,3,0,10,0,2,7,7,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
323,28,1,1,2,4,1,1,1,4,3464,1,5,13,3,4,0,5,4,2,3,2,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
324,30,1,1,28,2,4,3,2,4,5775,1,1,13,3,4,2,11,2,3,10,8,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
325,31,1,2,7,2,3,2,3,3,8943,2,1,24,4,1,1,10,2,3,10,9,8,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
326,39,1,2,7,2,3,2,5,4,19272,3,1,15,3,1,1,21,2,3,21,9,13,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
327,39,1,1,3,2,4,3,2,3,5238,1,4,18,3,1,0,12,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
328,33,1,2,10,3,2,2,2,4,4682,1,3,14,3,3,0,9,6,2,7,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
329,47,2,1,5,5,4,3,5,3,18300,3,4,11,3,2,1,21,2,3,3,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
330,43,2,2,10,4,3,2,2,3,5257,1,1,11,3,2,1,9,3,4,9,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331,27,1,0,1,1,3,3,2,2,6349,1,0,13,3,4,1,6,0,3,5,4,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
332,54,2,2,20,4,4,3,2,3,4869,1,3,12,3,4,0,20,4,2,4,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
333,43,2,1,7,3,3,3,3,1,9985,2,8,16,3,1,1,10,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,45,2,1,8,4,4,3,2,4,3697,1,9,14,3,1,2,12,3,3,10,9,9,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
335,40,2,1,1,2,2,1,2,4,7457,1,2,22,4,3,3,6,2,2,4,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
336,29,1,1,8,4,2,1,1,1,2119,0,1,11,3,4,0,7,4,2,7,7,0,7,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
337,29,1,1,9,5,2,2,1,4,3983,1,0,17,3,3,0,4,2,3,3,2,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
338,30,1,1,5,3,4,2,2,3,6118,1,1,13,3,3,3,10,2,3,10,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
339,27,1,1,8,4,2,3,2,2,6214,1,1,18,3,1,1,8,3,3,8,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
340,37,1,1,5,2,4,3,2,4,6347,1,7,16,3,3,2,8,2,2,6,2,0,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
341,38,1,1,15,2,3,2,3,4,11510,2,0,14,3,2,1,12,3,3,11,10,2,9,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
342,31,1,1,7,4,3,3,3,4,7143,1,1,14,3,3,0,11,2,2,11,9,4,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
343,29,1,1,10,1,4,2,2,2,8268,1,1,14,3,1,2,7,2,3,7,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
344,35,1,1,5,4,3,3,3,2,8095,1,0,13,3,4,0,17,5,3,16,6,0,13,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
345,23,1,1,26,1,3,3,1,4,2904,0,1,12,3,3,2,4,2,2,4,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
346,41,2,1,6,3,4,2,2,2,6032,1,6,15,3,4,0,8,3,3,5,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
347,47,2,2,4,1,2,3,2,3,2976,1,3,19,3,1,0,5,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
348,42,2,1,23,5,1,3,4,4,15992,2,2,14,3,2,0,16,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
349,29,1,0,2,3,4,3,2,3,4649,1,1,14,3,1,1,4,3,2,4,3,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
350,42,2,1,2,1,3,3,1,3,2696,0,0,11,3,3,1,4,5,3,3,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
351,32,1,1,2,3,3,3,1,2,2370,0,1,13,3,3,1,8,4,3,8,0,0,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
352,48,2,1,29,1,1,3,3,3,12504,2,3,21,4,2,1,15,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
353,37,1,1,6,3,3,4,2,1,5974,1,4,13,3,1,2,13,2,3,7,7,6,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
354,30,1,0,25,2,4,3,2,3,4736,1,7,12,3,2,1,4,2,4,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
355,26,1,1,1,3,3,3,2,3,5296,1,1,17,3,2,1,8,3,3,8,7,7,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
356,42,2,1,2,4,1,2,2,4,6781,1,3,23,4,2,0,14,6,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
357,21,1,2,1,1,1,2,1,2,2174,0,1,11,3,3,0,3,3,3,3,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
358,36,1,0,1,5,4,3,2,4,6653,1,4,15,3,2,0,7,6,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
359,36,1,2,3,4,1,2,3,4,9699,2,4,11,3,1,1,16,2,3,13,9,1,12,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
360,57,2,1,1,4,4,3,2,3,6755,1,2,11,3,3,0,15,2,3,3,2,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
361,40,2,1,10,4,4,4,1,3,2213,0,3,13,3,3,1,10,3,3,7,7,1,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
362,21,1,0,9,2,1,3,1,4,2610,0,1,24,4,3,0,3,3,2,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
363,33,1,1,5,3,4,3,1,3,2851,0,1,13,3,2,0,1,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
364,37,1,1,10,3,3,3,1,1,3452,1,6,20,4,2,1,17,3,3,5,4,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
365,46,2,0,7,4,3,3,2,3,5258,1,2,14,3,3,0,7,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
366,41,2,2,4,3,1,3,2,2,9355,2,1,18,3,3,0,8,5,3,8,7,7,7,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
367,50,2,1,10,3,4,2,3,4,10496,2,6,15,3,4,0,20,2,3,4,3,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
368,40,2,1,22,2,3,2,2,3,6380,1,2,12,3,1,2,8,6,3,6,4,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
369,31,1,1,9,4,3,2,1,2,2657,0,0,16,3,4,0,3,5,3,2,2,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
370,21,1,1,12,3,3,4,1,2,2716,0,1,15,3,4,0,1,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
371,29,1,1,23,3,4,3,1,4,2201,0,9,16,3,4,0,6,4,3,3,2,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
372,35,1,1,9,4,3,2,2,2,6540,1,9,19,3,3,0,10,5,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
373,27,1,1,1,2,4,3,1,2,3816,1,1,11,3,2,1,5,2,3,5,2,0,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
374,28,1,1,9,4,2,3,2,4,5253,1,1,16,3,4,0,7,1,3,7,5,0,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
375,49,2,1,7,3,2,2,3,3,10965,2,8,24,4,3,0,26,2,3,5,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
376,51,2,1,14,2,3,3,2,4,4936,1,4,11,3,3,1,18,2,2,7,7,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
377,36,1,1,2,3,4,3,1,3,2543,0,4,13,3,2,1,6,3,3,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
378,34,1,0,19,3,1,4,2,4,5304,1,8,13,3,2,0,9,3,2,5,2,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
379,55,2,1,2,3,3,3,4,4,16659,3,2,13,3,3,0,30,2,3,5,4,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
380,24,1,1,10,4,4,3,2,3,4260,1,1,12,3,4,1,5,2,4,5,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
381,30,1,1,2,1,3,3,1,2,2476,0,1,18,3,1,1,1,3,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
382,26,1,2,3,1,3,3,1,1,3102,1,0,22,4,3,0,7,2,3,6,4,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
383,22,1,1,11,3,1,3,1,2,2244,0,1,13,3,4,1,2,1,3,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
384,36,1,1,2,2,2,2,3,3,7596,1,1,13,3,2,2,10,2,3,10,9,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
385,30,1,2,4,3,3,3,1,4,2285,0,9,23,4,3,0,3,4,3,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
386,37,1,1,14,3,4,3,1,1,3034,1,1,12,3,3,1,18,2,2,18,7,12,17,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
387,40,2,1,2,2,4,3,2,2,5715,1,7,12,3,3,2,8,5,3,5,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388,42,2,1,1,4,2,3,1,1,2576,0,3,16,3,2,1,8,5,3,5,2,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
389,37,1,1,10,4,3,3,2,2,4197,1,2,12,3,4,0,18,2,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
390,43,2,1,12,3,1,2,4,2,14336,2,1,11,3,3,1,25,3,3,25,10,3,9,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
391,40,2,1,2,3,2,2,2,3,3448,1,6,22,4,2,1,20,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
392,54,2,1,5,2,1,3,5,1,19406,3,4,11,3,3,1,24,4,2,4,2,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
393,34,1,0,4,4,3,3,2,3,6538,1,9,15,3,1,1,6,3,3,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
394,31,1,1,7,2,2,3,2,1,4306,1,1,12,3,2,1,13,5,1,13,10,3,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
395,43,2,2,21,3,4,3,1,4,2258,0,7,20,4,1,1,8,1,3,3,2,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
396,43,2,1,8,4,3,3,2,3,4522,1,4,14,3,4,0,8,3,3,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
397,25,1,1,4,2,2,2,2,4,4487,1,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
398,37,1,0,25,5,2,3,2,3,4449,1,3,15,3,1,2,15,2,3,13,11,10,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
399,31,1,1,1,2,4,2,1,1,2218,0,1,12,3,3,1,4,3,3,4,2,3,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
400,39,1,2,1,1,2,3,5,3,19197,3,1,14,3,3,1,21,3,3,21,8,1,6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
401,56,2,2,6,3,3,4,4,1,13212,2,9,11,3,4,3,36,0,2,7,7,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
402,30,1,1,12,3,2,3,2,3,6577,1,0,11,3,2,0,6,6,3,5,4,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
403,41,2,1,1,3,2,4,3,1,8392,2,1,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
404,28,1,1,17,2,3,3,2,1,4558,1,1,12,3,4,1,10,2,3,10,0,1,8,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
405,25,1,1,3,3,1,3,1,1,4031,1,5,13,3,3,1,6,5,3,2,2,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
406,52,2,1,3,3,4,2,3,3,7969,1,2,14,3,3,0,28,4,3,5,4,0,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
407,45,2,1,10,2,1,3,1,4,2654,0,3,21,4,4,2,8,3,2,2,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
408,52,2,1,4,2,4,3,4,4,16555,2,2,13,3,4,0,31,2,1,5,2,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
409,42,2,2,29,2,1,3,2,3,4556,1,2,11,3,2,1,19,3,3,5,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
410,30,1,1,2,3,3,1,2,4,6091,1,2,20,4,3,0,11,2,3,5,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
411,60,3,1,7,3,1,3,5,1,19566,3,5,11,3,4,0,33,5,1,29,8,11,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
412,46,2,1,18,3,3,3,2,3,4810,1,2,14,3,3,1,19,5,2,10,7,0,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,42,2,2,28,4,4,2,2,4,4523,1,0,11,3,4,3,7,4,4,6,5,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
414,24,1,1,1,1,1,3,1,2,3202,1,1,16,3,2,0,6,4,3,5,3,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
415,34,1,2,6,2,4,1,1,3,2351,0,0,16,3,4,1,3,3,2,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
416,38,1,2,2,2,4,3,1,4,1702,0,1,23,4,3,1,1,3,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
417,40,2,1,2,4,3,3,5,3,18041,3,0,14,3,4,0,21,2,3,20,15,1,12,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
418,26,1,1,23,3,1,3,1,4,2886,0,1,22,4,2,2,3,3,1,3,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
419,30,1,0,3,3,3,3,1,4,2097,0,4,15,3,3,1,9,3,1,5,3,1,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
420,29,1,1,3,4,2,2,3,3,11935,2,1,18,3,3,0,10,2,3,10,2,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
421,29,1,1,25,5,3,2,1,2,2546,0,5,16,3,2,0,6,2,4,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
422,19,0,1,2,2,1,2,1,4,2564,0,1,12,3,3,0,1,3,4,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
423,30,1,0,22,4,3,3,3,1,8412,2,0,11,3,3,0,10,3,3,9,8,7,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
424,57,2,1,29,3,1,2,4,4,14118,2,3,12,3,3,1,32,3,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
425,50,2,1,29,4,2,2,4,3,17046,3,0,15,3,2,1,28,2,3,27,10,15,7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
426,30,1,0,2,3,3,3,1,4,2564,0,0,14,3,3,0,12,2,2,11,7,6,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
427,60,3,2,28,3,3,2,3,1,10266,2,4,19,3,4,0,22,5,4,18,13,13,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
428,47,2,1,2,2,1,3,2,4,5070,1,5,13,3,3,3,20,2,3,5,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
429,46,2,1,2,3,1,3,4,3,17861,3,6,13,3,3,0,26,2,1,3,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
430,35,1,1,22,3,4,1,1,3,4230,1,0,15,3,3,0,6,2,3,5,4,4,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
431,54,2,1,8,4,3,3,2,3,3780,1,7,11,3,3,0,19,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
432,34,1,1,2,4,4,2,1,3,2768,0,3,12,3,3,1,14,3,3,7,3,5,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
433,46,2,1,10,3,3,2,3,4,9071,2,2,19,3,3,1,15,3,3,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
434,31,1,1,9,1,3,3,3,2,10648,2,1,25,4,4,1,13,6,4,13,8,0,8,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
435,33,1,1,15,1,2,3,3,3,13610,2,7,12,3,4,0,15,2,4,7,6,7,7,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
436,33,1,1,10,1,1,1,1,4,3408,1,7,13,3,1,3,8,2,3,4,3,1,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
437,30,1,1,7,1,4,3,1,2,2983,1,0,14,3,1,0,4,3,3,3,2,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
438,35,1,1,16,3,4,3,3,3,7632,1,4,12,3,3,0,10,2,3,8,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
439,31,1,2,20,3,1,3,3,3,9824,2,3,12,3,1,0,12,2,3,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
440,34,1,2,23,3,2,3,3,1,9950,2,9,15,3,3,3,11,2,3,3,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
441,42,2,2,5,2,2,3,1,3,2093,0,4,17,3,4,1,8,4,3,2,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
442,36,1,0,10,4,2,3,3,4,9980,2,1,14,3,4,0,10,3,2,10,3,9,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
443,22,1,2,4,1,3,2,1,3,3894,1,5,16,3,3,0,4,3,3,2,2,1,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
444,48,2,1,2,5,2,3,2,4,4051,1,2,14,3,1,1,14,2,3,9,7,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
445,55,2,1,18,5,1,3,4,2,16835,3,3,23,4,4,0,37,2,3,10,9,7,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
446,41,2,0,10,2,4,3,2,4,6230,1,7,14,3,4,0,16,3,3,14,3,1,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
447,35,1,1,1,3,2,3,2,3,4717,1,9,11,3,3,0,15,2,3,11,9,6,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
448,40,2,1,6,3,2,3,4,3,13237,2,7,15,3,3,0,22,3,3,20,6,5,13,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
449,39,1,2,8,1,3,3,1,3,3755,1,1,11,3,1,1,8,3,3,8,3,0,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
450,31,1,1,2,1,2,3,2,4,6582,1,4,13,3,3,0,10,2,4,6,5,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
